-2.49	-0.06	10.64
-2.4	-0.07	10.65
-2.36	-0.08	10.59
-2.43	-0.09	10.51
-2.38	-0.11	10.52
-2.34	-0.04	10.62
-2.4	0.07	10.55
-2.35	0.08	10.57
-2.3	0.01	10.55
-2.32	0.06	10.56
-2.33	0.07	10.62
-2.27	0.13	10.52
-2.26	0.1	10.57
-2.27	0.1	10.56
-2.19	0.11	10.63
-2.28	0.17	10.5
-2.25	0.22	10.64
-2.27	0.17	10.4
-2.31	0.16	10.54
-2.17	0.12	10.56
-2.25	0.16	10.73
-2.21	0.19	10.59
-2.23	0.16	10.52
-2.22	0.14	10.78
-2.21	0.24	10.52
-2.17	0.15	10.56
-2.2	0.19	10.43
-2.18	0.21	10.74
-2.2	0.34	10.67
-2.16	0.29	10.63
-2.18	0.17	10.64
-2.14	0.16	10.47
-2.21	0.23	10.61
-2.2	0.25	10.61
-2.13	0.31	10.6
-2.2	0.24	10.59
-2.12	0.27	10.59
-2.08	0.26	10.65
-2.14	0.28	10.63
-2.15	0.29	10.72
-2.12	0.29	10.52
-2.19	0.3	10.68
-2.14	0.34	10.63
-2.16	0.29	10.64
-2.16	0.31	10.6
-2.24	0.24	10.51
-2.3	0.23	10.63
-2.34	0.19	10.62
-2.4	0.1	10.62
-2.41	-0.01	10.46
-2.51	0.09	10.31
-2.45	0.05	10.47
-2.57	-0.1	10.53
-2.55	-0.16	10.44
-2.66	-0.14	10.39
-2.65	-0.24	10.47
-2.77	-0.18	10.47
-2.85	-0.27	10.35
-2.85	-0.32	10.48
-2.87	-0.4	10.45
-2.92	-0.48	10.33
-3	-0.46	10.33
-3.03	-0.54	10.31
-3.02	-0.58	10.23
-3.13	-0.65	10.12
-3.14	-0.68	10.24
-3.22	-0.59	10.23
-3.26	-0.66	10.18
-3.24	-0.7	10.34
-3.19	-0.79	10.2
-3.26	-0.77	10.14
-3.31	-0.73	10.23
-3.28	-0.83	10.28
-3.31	-0.77	10.02
-3.39	-0.84	10.14
-3.31	-0.96	9.98
-3.32	-0.97	10.1
-3.39	-0.87	10.08
-3.39	-0.81	10.12
-3.36	-0.83	10.1
-3.34	-0.93	10.16
-3.35	-1.04	9.96
-3.33	-0.98	10.18
-3.34	-0.85	10.06
-3.36	-0.79	10.24
-3.32	-0.9	10.22
-3.32	-0.92	10.1
-3.39	-0.97	10.25
-3.36	-0.91	10.14
-3.39	-0.99	9.95
-3.35	-0.88	10.26
-3.3	-0.77	10.06
-3.31	-0.91	10.37
-3.29	-0.9	10.21
-3.31	-0.92	10.15
-3.29	-0.91	10.1
-3.26	-0.86	10.16
-3.28	-0.94	10.28
-3.21	-0.86	10.17
-3.24	-0.76	9.95
-3.17	-0.75	10.25
-3.08	-0.71	10.25
-2.99	-0.68	10.18
-2.93	-0.61	10.44
-2.9	-0.54	10.4
-2.89	-0.44	10.48
-2.85	-0.52	10.29
-2.77	-0.48	10.32
-2.71	-0.42	10.56
-2.72	-0.29	10.43
-2.77	-0.27	10.39
-2.69	-0.38	10.5
-2.67	-0.3	10.53
-2.58	-0.34	10.39
-2.53	-0.3	10.43
-2.54	-0.26	10.4
-2.57	-0.21	10.62
-2.56	-0.09	10.5
-2.43	0	10.59
-2.43	-0.08	10.64
-2.33	-0.19	10.55
-2.4	-0.13	10.48
-2.4	-0.02	10.54
-2.4	-0.05	10.51
-2.29	-0.02	10.54
-2.32	-0.01	10.61
-2.38	0.05	10.62
-2.31	0	10.55
-2.25	0.07	10.55
-2.26	0	10.55
-2.34	0.09	10.6
-2.28	0.14	10.58
-2.28	0.14	10.6
-2.3	0.09	10.52
-2.27	0.16	10.61
-2.26	0.22	10.59
-2.18	0.16	10.55
-2.23	0.09	10.44
-2.26	0.16	10.61
-2.23	0.25	10.57
-2.24	0.22	10.56
-2.18	0.12	10.55
-2.2	0.12	10.62
-2.14	0.18	10.6
-2.2	0.21	10.6
-2.21	0.22	10.49
-2.21	0.12	10.62
-2.14	0.2	10.6
-2.17	0.19	10.6
-2.21	0.26	10.59
-2.14	0.22	10.6
-2.13	0.23	10.49
-2.14	0.27	10.58
-2.17	0.24	10.59
-2.12	0.23	10.62
-2.13	0.18	10.58
-2.21	0.24	10.64
-2.11	0.27	10.62
-2.18	0.25	10.56
-2.12	0.25	10.52
-2.13	0.21	10.62
-2.15	0.3	10.63
-2.22	0.26	10.57
-2.21	0.19	10.63
-2.18	0.09	10.61
-2.24	0.16	10.52
-2.36	0.2	10.51
-2.32	0.17	10.5
-2.34	0.05	10.62
-2.48	0.08	10.62
-2.56	0.08	10.44
-2.52	-0.1	10.59
-2.63	-0.11	10.51
-2.7	-0.23	10.38
-2.73	-0.27	10.32
-2.77	-0.34	10.43
-2.73	-0.35	10.46
-2.89	-0.39	10.27
-2.9	-0.5	10.38
-2.99	-0.39	10.4
-2.99	-0.51	10.22
-3.04	-0.65	10.29
-3.14	-0.55	10.1
-3.19	-0.7	10.42
-3.2	-0.62	10.19
-3.22	-0.67	10.22
-3.19	-0.69	10.23
-3.22	-0.79	10.37
-3.3	-0.81	10.21
-3.26	-0.78	10.05
-3.29	-0.94	10.34
-3.3	-0.78	10.08
-3.4	-0.89	10.08
-3.24	-0.79	10.3
-3.34	-0.9	9.92
-3.31	-1	10.01
-3.3	-0.87	10.56
-3.36	-0.72	10.12
-3.3	-0.82	10.06
-3.31	-0.83	10.27
-3.24	-0.88	10.28
-3.23	-0.89	10.25
-3.34	-0.76	10.12
-3.28	-0.87	10.24
-3.3	-0.78	10.23
-3.31	-0.84	10.21
-3.29	-0.9	10.15
-3.34	-0.91	10.12
-3.3	-0.99	10.2
-3.27	-0.9	10.21
-3.28	-0.85	10.16
-3.21	-0.95	10.32
-3.22	-0.86	10.1
-3.2	-0.93	10.13
-3.19	-0.96	10.32
-3.17	-0.95	10.26
-3.25	-0.89	10.18
-3.26	-0.92	10.25
-3.24	-0.91	10.18
-3.21	-0.91	10.12
-3.24	-0.87	10.15
-3.21	-0.9	10.29
-3.14	-0.9	10.14
-3.14	-0.96	10.14
-3.13	-0.82	10.05
-3.05	-0.88	10.34
-3.1	-0.64	10.5
-2.96	-0.49	10.31
-2.97	-0.58	10.34
-2.86	-0.75	10.37
-2.85	-0.7	10.42
-2.81	-0.49	10.45
-2.81	-0.44	10.35
-2.76	-0.4	10.47
-2.71	-0.38	10.54
-2.66	-0.38	10.44
-2.68	-0.43	10.49
-2.7	-0.41	10.48
-2.53	-0.4	10.37
-2.57	-0.39	10.51
-2.61	-0.3	10.53
-2.53	-0.24	10.42
-2.51	-0.11	10.5
-2.51	-0.19	10.55
-2.5	-0.08	10.44
-2.46	-0.1	10.48
-2.44	-0.2	10.55
-2.45	-0.01	10.6
-2.4	-0.05	10.62
-2.36	-0.03	10.53
-2.4	-0.04	10.49
-2.41	-0.06	10.45
-2.37	0.03	10.46
-2.37	0.03	10.56
-2.36	0.07	10.57
-2.3	0.06	10.52
-2.34	0.01	10.57
-2.33	0.05	10.54
-2.36	0.05	10.5
-2.33	0.01	10.55
-2.3	0.05	10.57
-2.35	0.11	10.49
-2.33	0.05	10.47
-2.22	0.07	10.61
-2.26	0.18	10.51
-2.27	0.07	10.58
-2.29	0.12	10.47
-2.27	0.11	10.55
-2.29	0.21	10.53
-2.31	0.2	10.54
-2.26	0.11	10.53
-2.25	0.08	10.6
-2.24	0.17	10.59
-2.26	0.21	10.63
-2.23	0.15	10.5
-2.15	0.19	10.61
-2.22	0.18	10.63
-2.19	0.17	10.59
-2.17	0.2	10.58
-2.21	0.16	10.54
-2.18	0.19	10.52
-2.17	0.19	10.63
-2.2	0.17	10.54
-2.23	0.23	10.58
-2.14	0.26	10.63
-2.19	0.29	10.51
-2.17	0.16	10.53
-2.23	0.25	10.7
-2.26	0.2	10.63
-2.23	0.3	10.78
-2.27	0.2	10.51
-2.33	0.2	10.51
-2.27	0.09	10.65
-2.3	0.18	10.73
-2.42	0.11	10.59
-2.52	0.19	10.53
-2.45	-0.05	10.55
-2.46	-0.04	10.45
-2.5	-0.16	10.61
-2.57	-0.23	10.51
-2.77	-0.21	10.38
-2.79	-0.22	10.39
-2.81	-0.29	10.46
-2.87	-0.42	10.54
-2.92	-0.28	10.4
-3.03	-0.35	10.4
-3.07	-0.52	10.26
-3.09	-0.71	10.16
-3.09	-0.71	10.33
-3.27	-0.46	10.21
-3.33	-0.46	10.03
-3.34	-0.67	10.01
-3.31	-0.96	10.12
-3.28	-0.95	10.15
-3.39	-0.9	10.01
-3.4	-0.9	10.2
-3.45	-0.89	10.1
-3.44	-0.89	10.15
-3.44	-0.91	9.94
-3.45	-0.98	10.09
-3.45	-1.09	10.32
-3.46	-0.97	10.07
-3.47	-1.03	10.1
-3.48	-0.93	10.32
-3.43	-1	9.85
-3.46	-1	10.08
-3.42	-1.05	10.21
-3.42	-0.91	10.11
-3.42	-0.92	10.19
-3.43	-0.91	10.08
-3.37	-0.98	10.09
-3.39	-0.92	10.11
-3.41	-1.04	10.25
-3.39	-0.91	10.19
-3.42	-0.85	10.17
-3.37	-0.91	10.14
-3.27	-0.87	10.19
-3.3	-0.97	10.21
-3.3	-0.9	10.13
-3.34	-0.84	10.15
-3.25	-0.93	10.17
-3.31	-0.9	10.17
-3.33	-0.85	10.19
-3.26	-0.87	10.18
-3.25	-0.91	10.12
-3.22	-0.9	10.04
-3.27	-0.84	10.3
-3.21	-0.81	10.05
-3.18	-0.83	10.16
-3.2	-0.87	9.94
-3.08	-0.91	10.24
-2.99	-0.74	10.32
-2.99	-0.56	10.41
-2.94	-0.54	10.38
-2.87	-0.5	10.35
-2.8	-0.58	10.33
-2.76	-0.53	10.55
-2.76	-0.4	10.36
-2.74	-0.35	10.36
-2.74	-0.3	10.45
-2.7	-0.34	10.52
-2.64	-0.28	10.53
-2.61	-0.28	10.47
-2.57	-0.23	10.49
-2.53	-0.15	10.53
-2.48	-0.21	10.49
-2.55	-0.29	10.61
-2.4	-0.08	10.64
-2.42	-0.13	10.49
-2.47	-0.07	10.37
-2.4	-0.14	10.62
-2.38	0	10.6
-2.42	0.03	10.53
-2.34	-0.01	10.57
-2.37	-0.04	10.56
-2.35	0.04	10.62
-2.29	0.09	10.48
-2.29	0	10.56
-2.26	0.1	10.58
-2.26	0.1	10.74
-2.26	0.15	10.59
-2.3	0.15	10.61
-2.2	0.11	10.57
-2.21	0.13	10.49
-2.28	0.17	10.61
-2.25	0.12	10.55
-2.21	0.17	10.69
-2.16	0.23	10.67
-2.21	0.17	10.62
-2.19	0.11	10.47
-2.18	0.11	10.55
-2.16	0.28	10.6
-2.2	0.26	10.62
-2.17	0.17	10.55
-2.18	0.21	10.49
-2.18	0.26	10.63
-2.22	0.28	10.54
-2.17	0.26	10.61
-2.14	0.2	10.63
-2.12	0.22	10.56
-2.16	0.21	10.62
-2.09	0.25	10.58
-2.16	0.19	10.61
-2.2	0.18	10.55
-2.12	0.26	10.64
-2.19	0.26	10.59
-2.2	0.31	10.59
-2.22	0.2	10.63
-2.2	0.2	10.57
-2.23	0.17	10.57
-2.25	0.25	10.53
-2.31	0.27	10.55
-2.34	0.29	10.57
-2.35	0.16	10.53
-2.25	0.07	10.61
-2.4	0.07	10.55
-2.47	0.03	10.56
-2.49	0.07	10.48
-2.55	-0.06	10.57
-2.61	-0.03	10.6
-2.71	-0.1	10.38
-2.69	-0.2	10.44
-2.72	-0.24	10.38
-2.76	-0.35	10.42
-2.79	-0.24	10.27
-2.85	-0.42	10.38
-2.94	-0.28	10.33
-2.99	-0.38	10.34
-3.04	-0.42	10.17
-3.04	-0.49	10.18
-3.01	-0.51	10.24
-3.14	-0.62	10.15
-3.16	-0.62	10.38
-3.2	-0.57	10.31
-3.2	-0.62	10.22
-3.27	-0.73	10.12
-3.27	-0.7	10.16
-3.33	-0.73	10.09
-3.33	-0.76	10.32
-3.34	-0.68	10.18
-3.34	-0.81	10.16
-3.32	-0.78	10.05
-3.38	-0.9	10.11
-3.35	-0.85	10.18
-3.33	-0.87	9.99
-3.4	-0.87	10.15
-3.39	-0.82	10.1
-3.35	-0.96	10.15
-3.31	-0.89	10.4
-3.33	-0.71	10.05
-3.43	-0.86	9.98
-3.35	-0.89	10.34
-3.38	-0.8	10.15
-3.31	-0.89	10.17
-3.33	-0.75	10.13
-3.35	-0.89	10.15
-3.32	-0.63	10.17
-3.29	-0.8	10.39
-3.27	-0.78	10.25
-3.31	-0.82	10.01
-3.29	-0.8	10.24
-3.31	-0.86	10.19
-3.27	-0.89	10.21
-3.28	-0.82	10.11
-3.27	-0.77	10.16
-3.31	-0.79	10.14
-3.25	-0.75	10.37
-3.19	-0.75	10.17
-3.21	-0.84	10.32
-3.17	-0.74	10.28
-3.15	-0.72	10.18
-3.19	-0.76	10.31
-3.15	-0.76	10.23
-3.11	-0.8	10.14
-3.11	-0.74	10.12
-3.08	-0.6	10.34
-3	-0.54	10.33
-3	-0.62	10.34
-2.95	-0.6	10.28
-2.85	-0.56	10.27
-2.76	-0.56	10.53
-2.78	-0.36	10.41
-2.78	-0.37	10.5
-2.77	-0.25	10.45
-2.68	-0.4	10.48
-2.65	-0.29	10.45
-2.57	-0.36	10.64
-2.58	-0.28	10.45
-2.55	-0.18	10.33
-2.51	-0.24	10.48
-2.46	-0.15	10.55
-2.46	-0.01	10.51
-2.4	-0.01	10.55
-2.35	-0.12	10.58
-2.44	-0.07	10.55
-2.35	-0.08	10.66
-2.34	0.11	10.59
-2.34	0.05	10.58
-2.28	0.02	10.57
-2.3	0.11	10.61
-2.29	0.11	10.62
-2.28	0.11	10.56
-2.23	0.07	10.6
-2.21	0.12	10.58
-2.14	0.12	10.55
-2.26	0.18	10.69
-2.23	0.16	10.69
-2.22	0.13	10.49
-2.19	0.18	10.55
-2.16	0.14	10.62
-2.22	0.21	10.65
-2.19	0.3	10.68
-2.14	0.25	10.69
-2.15	0.16	10.57
-2.11	0.13	10.58
-2.14	0.25	10.55
-2.15	0.35	10.56
-2.15	0.22	10.57
-2.06	0.24	10.6
-2.09	0.25	10.68
-2.14	0.29	10.56
-2.09	0.29	10.69
-2.13	0.23	10.54
-2.16	0.27	10.65
-2.12	0.24	10.6
-2.09	0.27	10.65
-2.1	0.29	10.64
-2.1	0.2	10.56
-2.08	0.25	10.58
-2.11	0.28	10.51
-2.11	0.31	10.58
-2.11	0.38	10.63
-2.09	0.29	10.71
-2.11	0.2	10.66
-2.07	0.24	10.59
-2.07	0.38	10.59
-2.08	0.31	10.59
-2.08	0.29	10.56
-2.08	0.32	10.68
-2.13	0.34	10.63
-2.18	0.24	10.6
-2.16	0.17	10.73
-2.29	0.22	10.61
-2.25	0.25	10.59
-2.39	0.13	10.53
-2.4	0.09	10.48
-2.52	0.01	10.58
-2.48	0	10.63
-2.5	0.01	10.56
-2.6	-0.05	10.46
-2.62	-0.23	10.36
-2.64	-0.17	10.47
-2.65	-0.16	10.42
-2.89	-0.29	10.47
-2.89	-0.34	10.44
-2.78	-0.36	10.25
-2.9	-0.35	10.42
-3	-0.3	10.45
-2.94	-0.43	10.4
-3.04	-0.58	10.34
-3.03	-0.56	10.32
-3.25	-0.57	10.49
-3.13	-0.51	10.24
-3.12	-0.58	10.25
-3.25	-0.68	10.31
-3.07	-0.7	10.27
-3.27	-0.64	10.15
-3.23	-0.66	10.1
-3.22	-0.68	10.23
-3.27	-0.74	10.24
-3.23	-0.81	10.38
-3.23	-0.71	10.19
-3.3	-0.73	10.01
-3.17	-0.82	10.29
-3.3	-0.79	10.18
-3.28	-0.72	10.04
-3.32	-0.73	10.2
-3.28	-0.72	10.26
-3.27	-0.78	10.3
-3.22	-0.77	10.02
-3.22	-0.87	10.21
-3.24	-0.78	10.29
-3.3	-0.75	10.05
-3.29	-0.74	10.26
-3.27	-0.76	10.15
-3.25	-0.84	10.19
-3.22	-0.66	10.21
-3.26	-0.77	10.21
-3.21	-0.79	10.18
-3.18	-0.82	10.18
-3.15	-0.65	10.2
-3.21	-0.68	10.35
-3.21	-0.64	10.23
-3.18	-0.71	10.16
-3.22	-0.78	10.26
-3.17	-0.68	10.15
-3.21	-0.68	10.21
-3.14	-0.69	10.13
-3.09	-0.8	10.12
-3.06	-0.73	10.23
-3.1	-0.68	10.25
-3.03	-0.65	10.28
-2.99	-0.69	10.26
-2.94	-0.62	10.2
-2.9	-0.58	10.34
-2.87	-0.51	10.48
-2.82	-0.41	10.38
-2.71	-0.36	10.51
-2.7	-0.32	10.5
-2.66	-0.36	10.53
-2.62	-0.34	10.38
-2.64	-0.37	10.46
-2.64	-0.17	10.51
-2.61	-0.15	10.48
-2.62	-0.19	10.41
-2.54	-0.22	10.52
-2.53	-0.12	10.53
-2.45	-0.13	10.53
-2.46	-0.15	10.45
-2.45	-0.09	10.55
-2.5	-0.02	10.54
-2.39	0	10.45
-2.38	-0.04	10.47
-2.28	-0.02	10.58
-2.36	0.03	10.5
-2.38	0.01	10.6
-2.32	0.08	10.48
-2.26	0.07	10.59
-2.22	0.15	10.77
-2.26	0.15	10.47
-2.28	0.1	10.52
-2.21	0.13	10.44
-2.26	0.17	10.65
-2.21	0.24	10.59
-2.2	0.17	10.6
-2.13	0.15	10.59
-2.21	0.1	10.48
-2.2	0.2	10.52
-2.18	0.23	10.58
-2.14	0.22	10.58
-2.04	0.18	10.58
-2.14	0.24	10.58
-2.1	0.25	10.6
-2.06	0.23	10.61
-2.14	0.23	10.61
-2.16	0.2	10.66
-2.12	0.29	10.59
-2.15	0.29	10.53
-2.15	0.27	10.58
-2.13	0.32	10.59
-2.12	0.23	10.67
-2.09	0.29	10.53
-2.11	0.23	10.56
-2.06	0.36	10.65
-2.1	0.34	10.69
-2.13	0.25	10.67
-2.06	0.23	10.67
-2.11	0.32	10.64
-2.11	0.35	10.61
-2.07	0.4	10.57
-2.08	0.31	10.67
-2.08	0.28	10.65
-2.08	0.3	10.6
-2.09	0.32	10.72
-2.02	0.26	10.76
-2.13	0.29	10.68
-2.12	0.34	10.69
-2.19	0.29	10.65
-2.26	0.29	10.57
-2.22	0.24	10.57
-2.28	0.21	10.52
-2.28	0.21	10.62
-2.34	0.09	10.55
-2.46	0.08	10.54
-2.55	-0.01	10.44
-2.52	-0.06	10.47
-2.55	-0.13	10.46
-2.59	-0.09	10.47
-2.71	-0.21	10.32
-2.7	-0.1	10.41
-2.79	-0.26	10.51
-2.74	-0.29	10.39
-2.88	-0.4	10.38
-2.89	-0.47	10.26
-2.87	-0.43	10.43
-2.94	-0.44	10.26
-2.99	-0.49	10.33
-3.04	-0.51	10.3
-3.04	-0.62	10.21
-3.04	-0.67	10.26
-3.09	-0.7	10.23
-3.09	-0.64	10.19
-3.16	-0.69	10.22
-3.14	-0.72	10.33
-3.17	-0.74	10.12
-3.19	-0.72	10.11
-3.23	-0.75	10.25
-3.22	-0.72	10.3
-3.19	-0.77	10.2
-3.19	-0.71	10.2
-3.22	-0.73	10.41
-3.23	-0.67	10.3
-3.22	-0.79	10.11
-3.21	-0.75	10.21
-3.25	-0.78	10.22
-3.2	-0.75	10.34
-3.27	-0.75	10.2
-3.19	-0.77	10.11
-3.24	-0.75	10.23
-3.24	-0.8	10.2
-3.26	-0.77	10.09
-3.25	-0.73	10.1
-3.16	-0.75	10.28
-3.18	-0.72	10.24
-3.16	-0.71	10.24
-3.2	-0.7	10.26
-3.23	-0.76	10.24
-3.22	-0.71	10.32
-3.11	-0.75	10.28
-3.19	-0.73	10.23
-3.16	-0.68	10.11
-3.11	-0.74	10.31
-3.17	-0.69	10.18
-3.07	-0.73	10.25
-3.08	-0.68	10.16
-3.09	-0.63	10.13
-3.01	-0.66	10.31
-2.95	-0.64	10.53
-3	-0.45	10.27
-2.96	-0.5	10.26
-2.82	-0.59	10.38
-2.74	-0.49	10.44
-2.76	-0.42	10.5
-2.77	-0.36	10.39
-2.71	-0.31	10.43
-2.69	-0.31	10.45
-2.6	-0.37	10.38
-2.6	-0.24	10.5
-2.62	-0.12	10.44
-2.57	-0.12	10.47
-2.51	-0.21	10.42
-2.48	-0.21	10.53
-2.53	-0.1	10.46
-2.46	-0.03	10.46
-2.42	-0.13	10.65
-2.4	-0.08	10.58
-2.38	0.02	10.58
-2.31	-0.02	10.65
-2.36	-0.01	10.6
-2.31	0.06	10.51
-2.34	0.02	10.53
-2.32	0.08	10.65
-2.28	0.05	10.52
-2.36	0.1	10.63
-2.25	0.09	10.6
-2.21	0.11	10.54
-2.24	0.11	10.51
-2.23	0.06	10.65
-2.24	0.14	10.51
-2.21	0.22	10.6
-2.25	0.18	10.58
-2.18	0.18	10.58
-2.19	0.15	10.63
-2.21	0.24	10.65
-2.23	0.21	10.59
-2.13	0.18	10.57
-2.16	0.22	10.55
-2.16	0.26	10.6
-2.17	0.21	10.63
-2.17	0.2	10.6
-2.17	0.2	10.66
-2.13	0.24	10.54
-2.15	0.25	10.49
-2.15	0.28	10.62
-2.11	0.25	10.63
-2.14	0.32	10.61
-2.14	0.23	10.59
-2.14	0.29	10.52
-2.18	0.21	10.6
-2.15	0.3	10.65
-2.16	0.38	10.51
-2.08	0.23	10.59
-2.14	0.24	10.56
-2.11	0.25	10.55
-2.11	0.32	10.61
-2.09	0.27	10.61
-2.12	0.23	10.62
-2.09	0.29	10.66
-2.05	0.3	10.66
-2.06	0.3	10.7
-2.11	0.24	10.62
-2.09	0.32	10.6
-2.17	0.29	10.66
-2.23	0.29	10.59
-2.22	0.31	10.55
-2.2	0.25	10.67
-2.27	0.17	10.61
-2.32	0.21	10.63
-2.34	0.1	10.54
-2.4	0.07	10.44
-2.47	0.06	10.52
-2.51	0.03	10.55
-2.5	-0.08	10.55
-2.62	-0.04	10.38
-2.64	-0.02	10.27
-2.7	-0.15	10.49
-2.75	-0.09	10.51
-2.79	-0.33	10.42
-2.83	-0.25	10.28
-2.9	-0.43	10.26
-2.92	-0.29	10.39
-3	-0.35	10.25
-2.96	-0.44	10.3
-2.99	-0.48	10.35
-2.98	-0.56	10.31
-3.08	-0.5	10.11
-3.08	-0.61	10.31
-3.09	-0.59	10.33
-3.14	-0.58	10.28
-3.24	-0.61	10.25
-3.24	-0.65	10.1
-3.3	-0.72	10.21
-3.3	-0.75	10.13
-3.29	-0.67	10.26
-3.28	-0.79	10.18
-3.34	-0.83	10.07
-3.37	-0.77	10.21
-3.27	-0.79	10.27
-3.32	-0.71	10.09
-3.4	-0.78	10.1
-3.37	-0.88	10
-3.31	-0.86	10.27
-3.31	-0.8	10.15
-3.38	-0.82	10.17
-3.27	-0.71	10.2
-3.3	-0.79	10.19
-3.32	-0.79	10.08
-3.31	-0.79	10.26
-3.23	-0.78	10.29
-3.18	-0.8	10.25
-3.27	-0.68	10.15
-3.21	-0.64	10.25
-3.3	-0.75	10.29
-3.16	-0.8	10.36
-3.25	-0.75	10.1
-3.26	-0.75	10.07
-3.16	-0.68	10.2
-3.13	-0.63	10.19
-3.21	-0.68	10.05
-3.11	-0.73	10.11
-3.05	-0.67	10.34
-2.97	-0.63	10.35
-2.95	-0.44	10.29
-2.9	-0.58	10.44
-2.79	-0.47	10.54
-2.77	-0.44	10.48
-2.76	-0.36	10.43
-2.75	-0.31	10.58
-2.69	-0.28	10.46
-2.66	-0.23	10.41
-2.64	-0.22	10.46
-2.6	-0.29	10.42
-2.47	-0.22	10.54
-2.57	-0.08	10.48
-2.44	-0.08	10.51
-2.45	-0.18	10.43
-2.44	-0.05	10.47
-2.38	-0.02	10.61
-2.38	0	10.6
-2.43	0.02	10.57
-2.4	0	10.51
-2.37	0.07	10.51
-2.37	-0.04	10.62
-2.34	0.11	10.62
-2.38	0.13	10.55
-2.25	0.05	10.57
-2.3	0.11	10.64
-2.31	0.17	10.43
-2.31	0.07	10.55
-2.29	0.11	10.69
-2.26	0.11	10.51
-2.31	0.13	10.4
-2.23	0.12	10.61
-2.27	0.24	10.52
-2.24	0.22	10.55
-2.18	0.2	10.64
-2.22	0.06	10.56
-2.21	0.12	10.55
-2.2	0.23	10.61
-2.19	0.21	10.63
-2.21	0.24	10.59
-2.17	0.19	10.6
-2.16	0.17	10.6
-2.17	0.18	10.66
-2.22	0.21	10.58
-2.2	0.21	10.52
-2.16	0.24	10.57
-2.14	0.21	10.64
-2.17	0.24	10.55
-2.17	0.29	10.62
-2.08	0.29	10.51
-2.12	0.18	10.62
-2.12	0.25	10.44
-2.15	0.26	10.61
-2.15	0.36	10.68
-2.15	0.29	10.59
-2.15	0.26	10.6
-2.15	0.12	10.55
-2.14	0.29	10.45
-2.13	0.28	10.75
-2.14	0.31	10.72
-2.2	0.35	10.62
